_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	comments_box	form_object_and_form_subject_are_related_because	sentence_claim	data_subset	form_object	form_object_and_form_subject_are_related_because_gold	form_subject	formatted_sentence	gold_std_association_type	num_sentence	object_end	object_start	object_text	object_type	original_sentence	pubmed_id	sentence_claim_gold	subject_end	subject_start	subject_text	subject_type
701061960	4/8/2015 02:16:58	true	1607761091		4/8/2015 02:10:07	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:17:21	true	1607761276		4/8/2015 02:14:11	false	clixsense	0.8333	25688765	SRB	2	Novi Sad	188.2.91.51			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:22:24	true	1607763536		4/8/2015 02:20:21	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:24:40	true	1607764542		4/8/2015 02:23:44	false	neodev	0.8333	12219174	CAN	BC	Surrey	108.180.62.141			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:26:03	true	1607765077		4/8/2015 02:24:22	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:26:30	true	1607765251		4/8/2015 02:25:15	false	neodev	0.8333	12219174	CAN	BC	Surrey	108.180.62.141			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:27:44	true	1607765655		4/8/2015 02:01:54	false	clixsense	0.7	19130982	PHL			112.198.99.6			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:45:51	true	1607773161	true	4/8/2015 01:55:35	false	clixsense	0.7	25864227	IDN	4	Jakarta	139.0.12.6			no_relation	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 02:49:01	true	1607774509		4/8/2015 02:23:08	false	neodev	1	31187141	PRT	14	Algés	85.139.73.65			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 03:02:24	true	1607779136		4/8/2015 02:16:17	false	neodev	0.8	17426565	CAN	BC	Burnaby	70.79.18.187			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061960	4/8/2015 03:33:42	true	1607791797		4/8/2015 02:14:41	false	neodev	0.7	30057720	IND			117.253.75.99			is_cooccurrence	old	"&quot;<span class=""form_object"">alfentanil</span>&quot;"		"&quot;<span class=""form_subject"">motion sickness</span>&quot;"	"<div class=""formatted_sentence"">The frequency of PONV did not correlate to the amounts of <span class=""object_text"">alfentanil</span>, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or <span class=""subject_text"">motion sickness</span>.</div>"	false	8	68	58	alfentanil	drug	The frequency of PONV did not correlate to the amounts of alfentanil, propofol, postoperative antiemetics consumed, or to female gender, non-smoking status, and history of PONV or motion sickness.	18037672	is_cooccurrence	195	180	motion sickness	disease
701061962	4/8/2015 02:23:59	false	1607764168		4/8/2015 02:22:27	false	clixsense	0.8333	25688765	SRB	2	Novi Sad	188.2.91.51			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">ET-1 mRNA expression was significantly higher in patients with <span class=""object_text"">CsA</span>-induced gingival overgrowth (P <0.001) than in patients with <span class=""subject_text"">periodontitis</span> and the controls.</div>"	false	6	66	63	CsA	drug	ET-1 mRNA expression was significantly higher in patients with CsA-induced gingival overgrowth (P <0.001) than in patients with periodontitis and the controls.	17274718		141	128	periodontitis	disease
701061962	4/8/2015 02:24:20	false	1607764397		4/8/2015 02:22:26	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">ET-1 mRNA expression was significantly higher in patients with <span class=""object_text"">CsA</span>-induced gingival overgrowth (P <0.001) than in patients with <span class=""subject_text"">periodontitis</span> and the controls.</div>"	false	6	66	63	CsA	drug	ET-1 mRNA expression was significantly higher in patients with CsA-induced gingival overgrowth (P <0.001) than in patients with periodontitis and the controls.	17274718		141	128	periodontitis	disease
701061962	4/8/2015 02:28:26	false	1607765994		4/8/2015 02:26:32	false	neodev	0.8333	12219174	CAN	BC	Surrey	108.180.62.141		other	definite_relation	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">ET-1 mRNA expression was significantly higher in patients with <span class=""object_text"">CsA</span>-induced gingival overgrowth (P <0.001) than in patients with <span class=""subject_text"">periodontitis</span> and the controls.</div>"	false	6	66	63	CsA	drug	ET-1 mRNA expression was significantly higher in patients with CsA-induced gingival overgrowth (P <0.001) than in patients with periodontitis and the controls.	17274718		141	128	periodontitis	disease
701061962	4/8/2015 02:30:21	false	1607766662		4/8/2015 02:28:57	false	neodev	0.8	16826314	SWE	26	Enskede	83.250.152.15			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">ET-1 mRNA expression was significantly higher in patients with <span class=""object_text"">CsA</span>-induced gingival overgrowth (P <0.001) than in patients with <span class=""subject_text"">periodontitis</span> and the controls.</div>"	false	6	66	63	CsA	drug	ET-1 mRNA expression was significantly higher in patients with CsA-induced gingival overgrowth (P <0.001) than in patients with periodontitis and the controls.	17274718		141	128	periodontitis	disease
701061964	4/8/2015 02:02:42	true	1607754672		4/8/2015 01:57:06	false	quickrewards	0.8462	20452113	USA	SC	Columbia	98.71.2.230			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:02:57	true	1607754792		4/8/2015 02:00:01	false	clixsense	0.8333	25688765	SRB	2	Novi Sad	188.2.91.51			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:03:51	true	1607755245		4/8/2015 01:59:39	false	prodege	0.7	1863280	USA	OH	Athens	50.126.228.154			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:12:07	true	1607758948		4/8/2015 02:06:24	false	gifthunterclub	0.8667	31775124	ESP			37.133.185.72			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:12:23	true	1607759099		4/8/2015 02:11:22	false	neodev	0.8	16826314	SWE	26	Enskede	83.250.152.15			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:16:34	true	1607760894		4/8/2015 01:59:46	false	elite	0.7692	30795938	VNM	44	Hanoi	113.190.236.66			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:17:52	true	1607761553		4/8/2015 02:16:59	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:20:11	true	1607762689		4/8/2015 02:17:22	false	clixsense	0.8333	25688765	SRB	2	Novi Sad	188.2.91.51			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:20:20	true	1607762750		4/8/2015 02:18:11	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:20:50	true	1607762923		4/8/2015 02:17:17	false	neodev	0.8	16826314	SWE	26	Enskede	83.250.152.15			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:23:43	true	1607764065		4/8/2015 02:18:29	false	neodev	0.8333	12219174	CAN	BC	Surrey	108.180.62.141			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
701061964	4/8/2015 02:24:20	true	1607764402		4/8/2015 02:22:26	false	clixsense	0.8667	28720189	ITA	16	Pontedera	87.1.24.92			is_cooccurrence	new	"&quot;<span class=""form_object"">CsA</span>&quot;"		"&quot;<span class=""form_subject"">periodontitis</span>&quot;"	"<div class=""formatted_sentence"">Gingival samples were collected from eight normal healthy individuals, eight patients with <span class=""subject_text"">periodontitis</span>, and eight patients with cyclosporin A (<span class=""object_text"">CsA</span>)-induced gingival overgrowth.</div>"	false	2	148	145	CsA	drug	Gingival samples were collected from eight normal healthy individuals, eight patients with periodontitis, and eight patients with cyclosporin A (CsA)-induced gingival overgrowth.	17274718	is_cooccurrence	104	91	periodontitis	disease
